LandWaterProtect,LandWaterManage,Livelihood,SpeciesManage,EducateAware,LawPolicy,WorkshopName,Justification,PARCA,TNC,EPA,ACJV,NBCI,Alabama,Florida,NorthCarolina,Virginia,Georgia,HUC12,HU_12_NAME,SUBREGION,BASIN,SUBBASIN,Shape_Length,Shape_Area
 ,Yes,Yes,Yes,Yes, ,Central Piedmont Connectivity,"Part of God's Country, this area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management. Connecting existing protectionsThis area is characterized by the presence of rare species including Red Cockaded Woodpeckers and rare fish and aquatic species in streams. Opportunities to connect with existing protected areas and serve a habitat corridor.  Potential to build connectivity to base.  Build from base. Rare species: RCW, Streams are significant – rare fish and species. #14 Metro Actions (Greater Atlanta) – No HUCS selected. Habitat cooridor |  |  |  |  |", , , , , , , , , ,Priority,030701011603,Blackwell Creek-Murder Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,40723.0186009801,51034152.84375
 ,Yes,Yes,Yes,Yes, ,Fall Line Connectivity,"High biodiversity and changing habitat. The fall line also establishes a north south axis that may be important under climate change scenarios that might involve northward migration. The selection represents the line between the physiographic provinces to find the fall line and selected HUCs running up the spine. There are unique community assemblages in the fall line (mussels). Part of God's Country, This area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management.",Priority, ,Priority, ,Priority, , , , ,Priority,030601080204,Reedy Creek,Ogeechee-Savannah,Savannah,Brier,79133.38799464692,153213785.4453125
 , , , , , ,,, ,Priority, ,Priority,Priority, , , , , ,030502070601,Threemile Creek,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,39607.254578551205,40969379.7421875
 , , , , , ,,, , , , , , , , , , ,031501080901,Cohabadiah Creek,Alabama,Coosa-Tallapoosa,Upper Tallapoosa,40954.99161257009,66289842.33203125
Yes,Yes,Yes,Yes,Yes,Yes,North and South Edisto,"Part of the Edisto River Coast area. Water quality and longest undammed blackwater river in eastern us. Supports Charleston water quality and provides other connections downstream. Water quantity and quality, important spawning grounds", ,Priority, ,Priority, , , , , , ,030502060302,Deep Creek-Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,57438.68217032508,133447329.53125
 ,Yes,Yes,Yes,Yes, ,,, , , ,Priority, , , , , , ,030701030303,Beaver Ruin Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,56140.10365223597,110828600.828125
 , , , , , ,,, , , , , , , , , , ,031300050201,Upper Line Creek,Apalachicola,Apalachicola,Upper Flint,58667.58238191569,102723324.6640625
 , , , , , ,,, , , , , , , , , ,Priority,031501080701,Headwaters Indian Creek,Alabama,Coosa-Tallapoosa,Upper Tallapoosa,33897.84515346005,49085980.6171875
 ,Yes,Yes,Yes,Yes, ,Central Piedmont Connectivity,"Part of God's Country, this area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management. Connecting existing protectionsThis area is characterized by the presence of rare species including Red Cockaded Woodpeckers and rare fish and aquatic species in streams. Opportunities to connect with existing protected areas and serve a habitat corridor.  Potential to build connectivity to base.  Build from base. Rare species: RCW, Streams are significant – rare fish and species. #14 Metro Actions (Greater Atlanta) – No HUCS selected. Habitat cooridor |  |  |  |  |", , , ,Priority, , , , , ,Priority,030701011601,Robinson Creek-Murder Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,38722.23360505008,62995077.046875
 ,Yes,Yes,Yes,Yes, ,"God's Country (Ogeechee, Altamaha, Savannah)",This area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management., , , ,Priority, , , , , ,Priority,030701011201,Beaverdam Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,46394.65327341076,90498473.0625
 ,Yes,Yes,Yes,Yes, ,"God's Country (Ogeechee, Altamaha, Savannah)",This area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management., , ,Priority, ,Priority, , , , ,Priority,030601080206,Palmer Branch-Brier Creek,Ogeechee-Savannah,Savannah,Brier,39070.15218866887,65395947.5546875
 , , , , , ,,, ,Priority, ,Priority,Priority, , , , , ,030502070105,Hurricane Creek-Salkehatchie River,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,31041.91440970443,27554719.9296875
 ,Yes,Yes,Yes,Yes, ,"God's Country (Ogeechee, Altamaha, Savannah)",This area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management., , , , , , , , , ,Priority,030602010107,Fulsome Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,37286.07586028565,64756859.75
 , , , , , ,,, , , ,Priority, , , , , , ,030502010603,Spencer Branch,Edisto-Santee,Edisto-South Carolina Coastal,Cooper,31848.56017833841,34430810.1484375
 , , , , , ,,, ,Priority, ,Priority,Priority, , , , , ,030502070802,Jones Swamp Creek,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,68617.10356622729,121095291.265625
 ,Yes,Yes,Yes,Yes, ,"God's Country (Ogeechee, Altamaha, Savannah)",This area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management., , , , , , , , , , ,030602010303,Storm Branch-Rocky Comfort Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,43436.856046438865,86400357.9375
 ,Yes,Yes,Yes,Yes, ,"God's Country (Ogeechee, Altamaha, Savannah)",This area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management., ,Priority, ,Priority, , , , , , ,030701011006,Wolf Creek-Appalachee River,Altamaha-St. Marys,Altamaha,Upper Oconee,51444.534347068,83924115.953125
Yes,Yes,Yes,Yes,Yes,Yes,Chatahoochee Atlanta to West Point Lake,Expanding ACF area upstream. This is an important upland and pine forests on the Chattahoochee Ridges and presents opportunities for connectivity., , ,Priority, , , , , , , ,031300020310,Wolf Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,33748.31940127744,43420360.30078125
 ,Yes,Yes,Yes,Yes, ,Savannah River - Lower,"Part of God's Country, this area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management. Important neotropical bird habitat",Priority,Priority,Priority,Priority, , , , , , ,030601060804,Steel Creek,Ogeechee-Savannah,Savannah,Middle Savannah,48194.62882087157,93405148.1875
 , , , , , ,,,Priority,Priority, ,Priority, , , , , , ,030502010703,Foster Creek,Edisto-Santee,Edisto-South Carolina Coastal,Cooper,31992.645033274686,37939705.703125
Yes,Yes, ,Yes,Yes, ,Combahee/Coosawhatchie,Sturgeon and shad, ,Priority, ,Priority,Priority, , , , , ,030502070603,Kirkland Creek-Salkehatchie River,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,81860.55253011001,133729282.46875
 , , , , , ,,, , , , , , , , , ,Priority,031501080604,Words Creek-Little Tallapoosa River,Alabama,Coosa-Tallapoosa,Upper Tallapoosa,36180.12337972922,49872757.69140625
 , , , , , ,,,Priority,Priority, , ,Priority,Priority, , , , ,031501080403,Henry Creek-Cane Creek,Alabama,Coosa-Tallapoosa,Upper Tallapoosa,60274.79459743879,87589422.02734375
 , , , , , ,,, , , , , , , , , ,Priority,031300050204,Upper Whitewater Creek,Apalachicola,Apalachicola,Upper Flint,54584.80213812507,107604464.2890625
 , , , , , ,,, , , , , , , , , ,Priority,031501080803,Knokes Creek,Alabama,Coosa-Tallapoosa,Upper Tallapoosa,43220.80048605091,62747360.734375
 ,Yes,Yes,Yes,Yes, ,"God's Country (Ogeechee, Altamaha, Savannah)",This area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management., ,Priority, ,Priority, , , , , , ,030701011005,Freeman Creek-Appalachee River,Altamaha-St. Marys,Altamaha,Upper Oconee,41492.46368782323,72351859.4140625
 ,Yes,Yes,Yes,Yes, ,,, , , , , , , , , , ,030701030203,Lower Little Cotton Indian Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,55784.59138243847,124793814.765625
 ,Yes,Yes,Yes,Yes, ,,, , , ,Priority, , , , , , ,030701030204,Lower Big Cotton Indian Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,42781.04899329506,49010412.5
Yes,Yes, ,Yes,Yes, ,Combahee/Coosawhatchie,Sturgeon and shad,Priority,Priority, ,Priority,Priority, , , , , ,030502070111,Parker Branch-Salkehatchie River,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,87279.75375214574,93188835.6484375
 , , , , , ,,, , , , , , , , , , ,031501080802,Rice Branch-Shoal Creek,Alabama,Coosa-Tallapoosa,Upper Tallapoosa,35689.880100772454,52455661.03515625
 ,Yes,Yes,Yes,Yes, ,Savannah River - Lower,"Part of God's Country, this area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management. Important neotropical bird habitat",Priority,Priority,Priority,Priority, , , , , , ,030601060806,Sweetwater Creek-Savannah River,Ogeechee-Savannah,Savannah,Middle Savannah,47435.76323542804,59032878.4140625
 ,Yes,Yes,Yes,Yes, ,Central Piedmont Connectivity,"Part of God's Country, this area hosts river systems that feed sensitive marshes along coastal regions and is characterized by a variety of habitat from river systems to upland ecological areas.  Sand ridge importance towards diversity and actively managed uplands for economic importance and longleaf restoration.  This is also an economically important resource with a need for better management. Connecting existing protectionsThis area is characterized by the presence of rare species including Red Cockaded Woodpeckers and rare fish and aquatic species in streams. Opportunities to connect with existing protected areas and serve a habitat corridor.  Potential to build connectivity to base.  Build from base. Rare species: RCW, Streams are significant – rare fish and species. #14 Metro Actions (Greater Atlanta) – No HUCS selected. Habitat cooridor |  |  |  |  |", ,Priority, , , , , , , ,Priority,030701011502,Pearson Creek-Little River,Altamaha-St. Marys,Altamaha,Upper Oconee,45172.00120697422,85975806.90625
